RepSeqName	U-ID	TrEMBL	T-KO	KEGG	K-KO	U-ID	SwissProt	S-KO
S_ruber_randomG_0028_7_27	A0A2C9C2L5_9BURK	Uncharacterized protein	No_Match	2-methylisoborneol synthase [EC:4.2.3.118]	K16218	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_7_28	A0A1H4A7W6_9EURY	Uncharacterized protein	No_Match	* uncharacterized protein	K07089	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_7_29	A0A2T2T8C3_9BACT	Copper resistance protein CopB	No_Match	* copper resistance protein B	K07233	COPB_PSEUB	Copper resistance protein B;	No_Match
S_ruber_randomG_0028_7_32	A0A2P6C4D5_9BACT	Uncharacterized protein	No_Match	anaerobic dimethyl sulfoxide reductase subunit C	K07308	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_9_3	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_9_4	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_9_5	A0A1L3GN80_9DELT	Uncharacterized protein	K07257	* spore coat polysaccharide biosynthesis protein SpsF	K07257	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_9_7	Q2S4Y0_SALRD	CMP-N-acetlyneuraminic acid synthetase	No_Match	N-acylneuraminate cytidylyltransferase [EC:2.7.7.43]	K00983	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_9_8	D5H6G7_SALRM	Putative mannose-1-phosphate guanyltransferase	No_Match	mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8]	K16881	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_9_9	A0A2N2DJ10_9FIRM	Formyl transferase	No_Match	methionyl-tRNA formyltransferase [EC:2.1.2.9]	K00604	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_9_10	Q2S4Y3_SALRD	Sialic acid synthase	K01654	* N-acetylneuraminate synthase [EC:2.5.1.56]	K01654	NEUBH_CAMJE	N,N'-diacetyllegionaminic acid synthase;	K18430
S_ruber_randomG_0028_9_12	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_9_13	A0A1R1I729_9RHOO	UDP-N-acetylglucosamine 2-epimerase (Hydrolyzing)	No_Match	GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolysing) [EC:3.2.1.184]	K18429	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_9_14	No_Match	Hypothetical Gene	No_Match	PR domain zinc finger protein 5	K22534	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_9_15	A0A2E4HZX3_9BACT	Uncharacterized protein	No_Match	long-chain-fatty-acyl-CoA reductase [EC:1.2.1.50]	K03400	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_9_16	A0A2E4HZT6_9BACT	Uncharacterized protein	No_Match	long-chain-fatty-acid---luciferin-component ligase [EC:6.2.1.19]	K06046	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_9_17	No_Match	Hypothetical Gene	No_Match	alcohol dehydrogenase [EC:1.1.1.-]	K19954	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_9_18	A0A2V6XZJ7_9BACT	Uncharacterized protein	No_Match	fatty-acyl-CoA synthase [EC:6.2.1.-]	K00666	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_9_20	Q2S4Y7_SALRD	Perosamine synthetase, putative	K13010	* perosamine synthetase [EC:2.6.1.102]	K13010	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_9_21	D5H6G0_SALRM	UDP-glucose 4-epimerase	No_Match	NDP-hexose 4,6-dehydratase	K21211	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_9_22	D5H6F9_SALRM	ABC transporter, transmembrane region	No_Match	ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]	K11085	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_9_23	D5H6F6_SALRM	Phage integrase family protein	No_Match	integrase/recombinase XerD	K04763	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_9_25	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_9_39	D5H6E1_SALRM	Nucleotidyltransferase	No_Match	* uncharacterized protein	K07076	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_10_4	D5H8H4_SALRM	Transposase	No_Match	putative transposase	K07492	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_10_53	D5H6I6_SALRM	Uncharacterized protein	No_Match	two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]	K07778	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_10_54	D5H6I5_SALRM	Uncharacterized protein	No_Match	dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose N,N-dimethyltransferase [EC:2.1.1.324]	K13330	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_10_55	A0A315X950_9CHLR	Uncharacterized protein	No_Match	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	K03574	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_10_57	A0A3M1H2F9_9CHLR	Glycosyltransferase family 2 protein	No_Match	dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	K00721	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_10_62	A0A1F9HUB0_9DELT	Uncharacterized protein	No_Match	methionyl-tRNA formyltransferase [EC:2.1.2.9]	K00604	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_10_63	A0A350JJF2_9FLAO	Uncharacterized protein	No_Match	peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]	K22278	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_10_64	A0A3M2G5F4_9BACT	Oxidoreductase	No_Match	L-iditol 2-dehydrogenase [EC:1.1.1.14]	K00008	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_10_65	A0A3B1CY81_9ZZZZ	Uncharacterized protein	No_Match	omega-hydroxy-beta-dihydromenaquinone-9 sulfotransferase [EC:2.8.2.-]	K22905	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_10_66	A0A2D7CRJ7_9PROT	Uncharacterized protein	No_Match	mannosyl-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase / alpha-1,3-rhamnosyltransferase [EC:2.4.1.349 2.4.1.-]	K12994	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_19_15	No_Match	Hypothetical Gene	No_Match	major curlin subunit	K04334	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_19_32	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_22_20	Q2S2J3_SALRD	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_26_3	Q2RYL8_SALRD	Cellulose 1,4-beta-cellobiosidase-like protein	No_Match	uncharacterized protein	K06882	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_26_4	No_Match	Hypothetical Gene	No_Match	* triacylglycerol lipase [EC:3.1.1.3]	K01046	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_26_17	A0A2H3NKU0_9BACT	Restriction endonuclease subunit R	No_Match	* type III restriction enzyme [EC:3.1.21.5]	K01156	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_26_23	D5H4F4_SALRM	Uncharacterized protein	No_Match	nickel transport protein	K16915	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_26_24	Q2RYL2_SALRD	Site-specific recombinase, phage integrase family, truncation	K04763	integrase/recombinase XerD	K04763	XERD_YERPE	Tyrosine recombinase XerD	K04763
S_ruber_randomG_0028_26_25	A0A2T2U2C7_9BACT	O-antigen ligase domain-containing protein	No_Match	putative inorganic carbon (hco3(-)) transporter	K18814	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_28_25	No_Match	Hypothetical Gene	No_Match	integrase/recombinase XerD	K04763	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_35_3	D5HBE2_SALRM	Uncharacterized protein	No_Match	serine protease AprX [EC:3.4.21.-]	K17734	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_37_20	Q2S3P4_SALRD	Methionine aminopeptidase	K01265	* methionyl aminopeptidase [EC:3.4.11.18]	K01265	MAP1_CLOPE	Methionine aminopeptidase	K01265
S_ruber_randomG_0028_40_4	D5H5H9_SALRM	Alpha/beta hydrolase superfamily	No_Match	epoxide hydrolase 4 [EC:3.3.-.-]	K22369	YFHM_BACSU	AB hydrolase superfamily protein YfhM;	No_Match
S_ruber_randomG_0028_40_5	A0A2T2SAB7_9BACT	Uncharacterized protein	No_Match	omega-hydroxy-beta-dihydromenaquinone-9 sulfotransferase [EC:2.8.2.-]	K22905	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_40_6	A0A2T2TYP0_9BACT	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_40_10	A0A2T2SFK1_9BACT	Group II intron reverse transcriptase/maturase	No_Match	* RNA-directed DNA polymerase [EC:2.7.7.49]	K00986	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_46_7	D5H8K9_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_46_16	A0A2T2SFK1_9BACT	Group II intron reverse transcriptase/maturase	No_Match	* RNA-directed DNA polymerase [EC:2.7.7.49]	K00986	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_46_17	D5H8K0_SALRM	Zinc protease	No_Match	* zinc protease [EC:3.4.24.-]	K07263	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_64_3	Q2S6D3_SALRD	Utilizing regulatory protein tutC	No_Match	two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	K07679	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_66_10	A0A2T2SFK1_9BACT	Group II intron reverse transcriptase/maturase	No_Match	* RNA-directed DNA polymerase [EC:2.7.7.49]	K00986	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_68_4	No_Match	Hypothetical Gene	No_Match	collagen and calcium-binding EGF domain-containing protein 1	K19638	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_72_10	A0A2T2U2C7_9BACT	O-antigen ligase domain-containing protein	No_Match	putative inorganic carbon (hco3(-)) transporter	K18814	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_90_10	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_99_1	Q2S4C0_SALRD	Uncharacterized protein	No_Match	peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]	K21471	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_114_7	Q2S2Z4_SALRD	Predicted SAM-dependent methyltransferase, putative	No_Match	trans-aconitate 2-methyltransferase [EC:2.1.1.144]	K00598	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_117_1	D5HBH4_SALRM	Uncharacterized protein	No_Match	inner membrane protein	K07340	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_123_2	Q2S6E2_SALRD	Sensory box histidine kinase/response regulator	No_Match	two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]	K07716	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_127_1	D5HAJ1_SALRM	Quinolinate synthetase B	K00278	L-aspartate oxidase [EC:1.4.3.16]	K00278	NADB_HALSA	L-aspartate oxidase;	K00278
S_ruber_randomG_0028_133_1	D5HBC2_SALRM	TonB-dependent receptor	No_Match	TonB-dependent starch-binding outer membrane protein SusC	K21573	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_133_2	D5HBC1_SALRM	Putative outer membrane protein probably involved in nutrient binding	K21572	* starch-binding outer membrane protein, SusD/RagB family	K21572	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_153_7	Q2S3E2_SALRD	Pyrimidine-nucleoside phosphorylase	K00756	* pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]	K00756	PDP_STAHJ	Pyrimidine-nucleoside phosphorylase;	K00756
S_ruber_randomG_0028_159_2	A0A2T2V9A6_9BACT	IS630 family transposase	No_Match	putative transposase	K07494	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_159_3	A0A2T2V916_9BACT	Uncharacterized protein	No_Match	putative transposase	K07494	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_159_5	No_Match	Hypothetical Gene	No_Match	poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]	K11936	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_159_6	A0A1W1XRV1_9DELT	Glycosyltransferase involved in cell wall bisynthesis	No_Match	UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]	K02844	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_238_2	D5H6Z3_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_254_1	A0A1M7Y476_9DELT	UDP-N-acetylmuramate--L-alanine ligase	No_Match	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]	K01924	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_257_2	D5H640_SALRM	3-dehydroquinate dehydratase	K03786	* 3-dehydroquinate dehydratase II [EC:4.2.1.10]	K03786	AROQ_BACLD	3-dehydroquinate dehydratase	K03786
S_ruber_randomG_0028_271_1	A0A2T2V293_9BACT	IS110 family transposase	No_Match	* transposase	K07486	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_1_27	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_1_31	D5H498_SALRM	Uncharacterized protein	No_Match	transposase	K07483	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_1_33	X1TPT5_9ZZZZ	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_1_34	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_1_35	A0A1V5XI15_9FIRM	Uncharacterized protein	No_Match	putative lysine transport system ATP-binding protein [EC:3.6.3.-]	K17076	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_1_36	No_Match	Hypothetical Gene	No_Match	putative DNA methylase	K07445	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_1_37	A0A382MNR2_9ZZZZ	Uncharacterized protein	No_Match	putative DNA methylase	K07445	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_1_38	A0A2T2SWS3_9BACT	Uncharacterized protein	No_Match	transposase, IS5 family	K07481	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_4_8	A0A2T2THB7_9BACT	Uncharacterized protein	No_Match	DNA-dependent metalloprotease WSS1 [EC:3.4.24.-]	K22685	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_4_13	A0A2T2TBD1_9BACT	Uncharacterized protein	No_Match	phenylacetaldehyde dehydrogenase [EC:1.2.1.39]	K00146	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_4_14	No_Match	Hypothetical Gene	No_Match	superkiller protein 3	K12600	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_4_19	A0A495Z3B1_9BACT	DNA helicase	No_Match	type I restriction enzyme M protein [EC:2.1.1.72]	K03427	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_4_20	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_4_36	No_Match	Hypothetical Gene	No_Match	DnaJ homolog subfamily C member 13	K09533	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_4_37	No_Match	Hypothetical Gene	No_Match	DnaJ homolog subfamily C member 13	K09533	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_18_4	Q2RYL2_SALRD	Site-specific recombinase, phage integrase family, truncation	K04763	integrase/recombinase XerD	K04763	XERD_YERPE	Tyrosine recombinase XerD	K04763
S_ruber_randomG_0029_18_6	No_Match	Hypothetical Gene	No_Match	9-divinyl ether synthase [EC:4.2.1.121]	K17874	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_18_13	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_18_20	Q2RYJ7_SALRD	Nuclease, putative	No_Match	* micrococcal nuclease [EC:3.1.31.1]	K01174	YFI3_ECO57	Uncharacterized endonuclease;	No_Match
S_ruber_randomG_0029_18_23	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_18_31	Q2RYK8_SALRD	Uncharacterized protein	No_Match	SWI/SNF chromatin-remodeling complex subunit SWI1	K11771	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_18_32	Q2RYK9_SALRD	Uncharacterized protein	No_Match	negative regulator of flagellin synthesis FlgM	K02398	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_22_1	D5HCX5_SALRM	Phosphatase	K19270	* sugar-phosphatase [EC:3.1.3.23]	K19270	HXPA_ECOLI	Hexitol phosphatase A	K19270
S_ruber_randomG_0029_34_3	A0A2P6C0V2_9BACT	Uncharacterized protein	No_Match	tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]	K16692	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_34_4	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_34_6	A0A2T1FKA9_9CHRO	Glycosyltransferase family 1 protein	No_Match	spore maturation protein CgeB	K06320	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_34_7	No_Match	Hypothetical Gene	No_Match	2-O-methyltransferase [EC:2.1.1.-]	K21402	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_34_8	A0A496WTB5_9GAMM	Glycosyltransferase family 1 protein	No_Match	colanic acid/amylovoran biosynthesis glycosyltransferase [EC:2.4.-.-]	K16703	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_34_9	No_Match	Hypothetical Gene	No_Match	polysaccharide transporter, PST family	K03328	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_34_10	A0A133VSZ8_9EURY	Uncharacterized protein	No_Match	omega-hydroxy-beta-dihydromenaquinone-9 sulfotransferase [EC:2.8.2.-]	K22905	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_34_11	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_34_12	No_Match	Hypothetical Gene	No_Match	O-antigen ligase [EC:2.4.1.-]	K02847	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_34_13	A0A2P6C1R2_9BACT	Uncharacterized protein	No_Match	L-malate glycosyltransferase [EC:2.4.1.-]	K00754	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_34_14	A0A1F6C441_9BACT	Uncharacterized protein	No_Match	1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]	K19002	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_34_15	A0A2T2QZV7_9BACT	Uncharacterized protein	No_Match	sulfotransferase 6B1 [EC:2.8.2.-]	K22523	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_34_16	A0A2T2UTU1_9BACT	NAD-dependent dehydratase	No_Match	* GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]	K10046	GME2_ORYSJ	GDP-mannose 3,5-epimerase 2;	K10046
S_ruber_randomG_0029_34_17	A0A2T2U2U9_9BACT	Uncharacterized protein	No_Match	colanic acid biosynthesis glycosyl transferase WcaI	K03208	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_34_18	A0A2T2R0C3_9BACT	Uncharacterized protein	No_Match	* GlcNAc-P-P-Und epimerase [EC:5.1.3.26]	K19997	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_34_19	Q2S4V9_SALRD	NAD dependent epimerase/dehydratase family protein	No_Match	* UDP-glucuronate 4-epimerase [EC:5.1.3.6]	K08679	Y1055_METJA	Uncharacterized protein MJ1055;	K08679
S_ruber_randomG_0029_35_2	B1WP80_CYAA5	Uncharacterized protein	No_Match	23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]	K03215	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_35_3	A0A3N5Y6W9_9BACT	Uncharacterized protein	No_Match	[heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23]	K08104	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_35_5	A0A2P1UCP5_9CHRO	Hemolytic protein HlpA-like protein	No_Match	beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.-]	K09666	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_35_6	A0A2T2RWX8_9CYAN	Uncharacterized protein	No_Match	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]	K00568	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_35_8	No_Match	Hypothetical Gene	No_Match	glycoprotein 6-alpha-L-fucosyltransferase [EC:2.4.1.68]	K00717	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_35_9	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_35_10	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_35_12	X0ZNK8_9ZZZZ	Uncharacterized protein	No_Match	colanic acid/amylovoran biosynthesis glycosyltransferase [EC:2.4.-.-]	K16703	CAPM_STAAU	Capsular polysaccharide biosynthesis glycosyltransferase CapM;	No_Match
S_ruber_randomG_0029_35_13	No_Match	Hypothetical Gene	No_Match	glycogen synthase [EC:2.4.1.11]	K16150	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_35_14	A0A3E0MX95_9BACT	Glycosyltransferase family 1 protein	No_Match	glycogen synthase [EC:2.4.1.11]	K16150	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_35_15	A0A3E0MXA6_9BACT	Glycosyltransferase family 1 protein	No_Match	L-malate glycosyltransferase [EC:2.4.1.-]	K00754	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_35_16	No_Match	Hypothetical Gene	No_Match	sulfotransferase	K13472	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_35_17	No_Match	Hypothetical Gene	No_Match	putative inorganic carbon (hco3(-)) transporter	K18814	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_35_18	A0A3M2FXS0_9BACT	Glycosyltransferase	No_Match	glycogen synthase [EC:2.4.1.11]	K16150	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_35_19	A0A2T2UKB8_9BACT	Uncharacterized protein	No_Match	phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345]	K08256	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_35_20	A0A2T2UG03_9PROT	Uncharacterized protein	No_Match	omega-hydroxy-beta-dihydromenaquinone-9 sulfotransferase [EC:2.8.2.-]	K22905	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0029_35_22	A0A2T2U7F5_9BACT	Exosortase/archaeosortase family protein	No_Match	dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose N,N-dimethyltransferase [EC:2.1.1.324]	K13330	No_Match	Hypothetical Gene	No_Match
